Id,SalePrice
2658,129456.03302955706
2718,158001.19483398928
2414,236543.58533662258
1989,110517.82907208955
625,172403.11697175718
333,81629.70862456497
1327,111001.64105218796
858,171611.77352621965
95,177617.27742237103
1568,161808.75844784753
2482,156735.170438626
1364,118222.55463631755
2584,150427.86469980355
818,244193.59498027933
2673,173072.917714219
2089,107760.32462333953
1297,130947.8801153049
790,123753.10324229422
2616,177136.66699253506
720,182058.39025020666
222,141680.49979114212
557,108735.4499664396
1148,185315.04822355247
2766,165440.09056240457
534,186337.7524702828
1452,133717.39959411632
630,105761.41287206215
2648,123282.41770090134
125,144857.17058105266
1904,42720.761634768394
1670,106416.51069982981
756,100330.31782378317
717,222306.6104550695
1032,164503.69123707418
852,210423.32669430936
1731,193739.60629455463
2639,117697.13936442194
2071,71515.43270850166
1267,123106.29793742756
1851,186128.61984453726
567,180783.94596713255
2439,203629.29379676565
1898,148078.75855750783
647,186621.44522546625
2256,214678.88143905907
979,89587.50411671997
1444,215248.63308944827
2485,117488.50506139155
157,123194.71728945531
88,115721.23907351936
2003,119601.11660584973
186,206154.88414240017
1425,230976.1732724415
2695,131092.71451207442
738,105758.4221098427
395,152370.7484789403
1353,176748.86574988297
1878,144497.0241911995
390,156168.48551485717
1456,223582.6512405017
1103,330852.0501993255
1387,118569.42380227287
2070,130017.98824098421
1199,181907.38559891263
2479,181690.76309166418
501,306774.88955196185
2362,95155.32589767857
1718,232796.07258693446
2188,74547.04976261452
1483,155869.52253664902
2557,73838.7008488334
437,358690.03838446096
2224,203001.5651219156
1628,163541.11962085665
397,133170.90615225278
587,200248.53365400565
2182,631211.4999778245
971,143035.31534739843
2611,148744.82722427257
1887,92397.77606093048
2399,367360.5285894374
2148,186392.1930121573
304,140960.2940698797
1997,127112.70759154271
2817,95290.06684771777
1431,199038.0618897692
427,336076.03333467466
263,126397.32414725542
598,189358.67965702183
2895,242143.86045292558
687,140313.4385835308
1822,137471.7273140315
2191,96573.99225049421
179,123385.5659917647
1009,237778.94045812555
2010,132036.52713525516
1991,140021.33041706483
1411,224375.52191253725
1721,235272.01106110887
1144,193498.4091605773
593,218687.05467695187
575,310018.9519483829
1249,169096.44078119277
1604,116967.3674636625
1064,482943.5355327658
1923,146793.82593124773
1988,118263.31033904468
2325,162588.1140628082
114,209195.521661209
2700,181351.9493861677
217,134234.6765746383
343,175791.28162651864
386,206192.0269710968
2005,102146.79753941363
2908,144186.78651129134
1814,250108.8687173162
2446,502269.08343313
208,125061.27572722573
1679,97828.45860260908
822,310780.91567135754
6,174087.6246711039
1781,386624.7195375812
2397,325966.9167159712
2340,322056.05191068974
1618,175923.04674696838
2843,146131.14537782205
1061,353027.4209242199
2786,126436.54285811521
1935,138144.04439790215
1341,106327.8013260764
521,236047.94215743474
2136,127206.21965771346
996,197333.7977655108
227,127849.4840456109
135,178734.4946964729
1167,157364.31472941703
294,229884.75632529825
1776,209130.13064567925
540,169036.27938585187
1717,252430.76937467203
2303,133586.820602673
116,187185.3760370761
127,136028.51666729833
1371,131244.31684967777
1014,162062.2470088603
1507,95266.8856369496
702,148285.23790473072
750,145833.96984471718
261,154326.49326000872
1559,51933.58315720671
577,242293.47775790392
2812,199630.09366888113
2080,169890.01716356174
1368,98661.15694659259
2376,114544.48353972929
659,116173.68356874489
1235,138114.67570773832
332,64574.26549592831
1917,147792.4371114777
2094,232520.4573931355
1460,260842.12337456713
1471,215035.49706130775
1509,123958.85958818725
1922,126052.58239104916
433,506074.6012934312
460,267935.83490420476
1116,218986.26859282024
1137,168394.3259727998
53,156127.75130439253
2354,272736.98809345765
1475,200703.44595523376
1761,516261.07059053285
842,138932.55076023572
2739,165926.6563220556
2509,149835.64614078318
1007,204344.4783597958
2610,192747.3099126249
1952,85617.48436539154
2719,154094.42490774678
2921,79299.55395743405
1966,157373.4169550468
292,107409.03124171573
1204,179431.09438430914
1829,251132.7112766104
2419,204929.193530644
391,148153.678028686
798,129811.81393010265
481,195340.02803281226
193,213459.68250774484
555,114501.17199298948
899,54920.38093337386
2357,181966.89130175894
328,139195.58651726204
1356,107437.3885857586
1154,112962.47356503586
1730,189494.96875361397
2249,154783.33775541538
1119,283881.7853458435
2856,150903.62582025008
1394,131007.59549255011
2587,108596.81606948706
61,313939.46148534724
2661,163782.98215850155
2711,136218.67644056742
1147,179871.49406008128
757,116204.5800537129
2623,103676.65741226323
2378,122725.86993758926
1413,163449.24956653966
1722,226341.03261861514
1112,208653.66176119904
1623,186828.2513747286
1201,198232.82133116233
1513,120628.57788475507
957,516371.7957577285
1171,244580.3222662006
1145,201188.02527022682
2726,236740.2552975955
703,153127.91649898808
760,121140.23294397496
1964,155990.67275952135
2512,173743.50714678274
159,151696.0268711901
1281,166391.6403536199
468,194233.8435179556
290,120756.12941083137
665,104397.73723404986
1463,246363.16208827766
1792,215225.44286206295
923,177624.28552862673
500,289254.9981328528
1408,191704.85519244592
331,72906.92813394596
170,133025.8701703191
2192,95410.33815324111
2571,290350.7283864868
2314,168384.05131834076
2647,93126.18149047635
422,423371.7119605453
2457,345360.57952966075
1838,199654.1681320557
2805,262505.95434709627
1645,160070.93953457204
1711,299480.63980769354
2825,248647.61957798034
322,314612.4445302497
2103,263160.4747051821
342,118036.90724994392
600,119608.5931531881
488,156547.85980103427
1725,318230.4953373393
2246,329543.6041004574
2847,149425.8415823523
806,237946.97966092048
530,219937.24872650293
963,195619.82949865688
2678,106059.58852314828
171,77312.12220464587
2401,433938.3456205956
805,217673.38379266474
2259,264432.4656845667
1748,177419.1850680544
1361,146671.50353075637
1677,109957.97489704228
1406,165570.78650148507
2322,276763.6790476857
688,153634.45578416172
143,149983.38974729757
804,201873.46908220198
1214,150758.03128188886
2828,155711.414800649
1999,196050.20147321085
2467,209377.2929453592
2665,157804.3043294509
1538,332883.0299905613
398,110533.5615617074
2822,174701.36394939112
2157,150259.49522872176
1856,191462.9796911748
1269,93612.72045965998
2570,126196.90055766486
2320,223503.26350683876
1517,132362.1699880261
2304,129105.96429830494
1312,90790.50083270046
2012,134501.45616833746
506,277479.39316079963
2865,230516.68715597506
2367,101345.5271071679
554,74940.50398494686
238,144925.43052084246
1954,101710.95218995627
2488,128257.97582560785
2291,61622.15023354704
1969,97056.54695836543
2725,159015.90165875552
1482,150615.22402833408
2763,208376.60969988437
503,263482.6491973604
1584,245192.3955706882
1531,142136.64104549846
2210,199249.2078975977
459,335007.6671834752
556,122451.39529503885
1347,133480.68800286902
1290,63977.57284926118
1388,99706.24279219074
1571,380326.2407923528
2754,217372.63897720934
765,167971.7833527369
2494,132098.13553676906
2870,242111.56393629545
7,236378.53420938435
1114,225007.84505803228
2418,283272.6962405897
291,156305.2979198853
18,376745.7230135259
39,395994.8995788009
1001,268336.0010620524
2442,231957.78915327936
616,128463.46698590092
2680,78617.81375018532
1414,118889.49676443543
289,162891.3035492191
40,277724.103794715
860,139264.16066068748
409,131396.17272472338
673,169188.9849928992
2427,183872.34152649023
2036,219797.0563218275
2564,135994.72880598882
642,171063.53880594447
1008,186660.25852722325
1908,164572.12028218195
2519,196214.03784728164
1369,80472.01888975778
2855,164592.60158817391
712,99724.87021894587
1943,112510.97357360428
1958,123298.22628107962
107,169337.60451766883
2295,211411.4272444091
704,103114.81945910044
676,143435.0055501065
259,177863.28923058131
93,286300.1193391485
106,221982.06774373513
2315,174666.8366378849
1050,97699.05910841042
1095,207765.86751477415
2709,152560.93875333996
758,115751.32106999036
1496,162478.27465363377
2370,118246.19120980709
2458,292780.89985736116
2733,131756.82494200103
161,276022.5279483436
726,135609.5868993892
845,212513.3026920246
947,242808.0740800619
2232,107921.26743570008
2563,138033.15255503394
2299,174478.04033969966
211,66251.69883502676
605,143983.8359748625
1478,204958.7751411397
2247,305572.99641169456
2274,238778.65982982336
2869,230203.24021008651
967,215127.1782844918
2656,112696.99920439719
667,199412.58211889784
1042,110229.64635686512
2023,162788.349320186
2447,386173.95498150866
2055,120353.8281839839
2275,293891.75781114306
2204,175850.47819583
1563,295868.7810654385
483,226002.53550164052
796,136858.72683264015
1526,160920.30415862205
2042,117232.47700955598
442,338838.6676247696
1693,335799.5779098582
1468,214776.21646760855
1430,195473.33931337204
2605,143842.0903514353
1529,196298.65065739313
335,158347.98404639837
1287,118606.49243344172
31,96782.09314045883
1785,316305.0581764012
82,161032.5365521237
2620,139743.64456645935
252,169024.92655115534
721,48249.86913305937
2165,198172.0168688355
2316,193052.9866926993
775,134347.08413746662
1558,72257.88247356833
17,224669.09482095024
1022,237523.26565545768
925,123693.89859069564
438,279983.47825565975
1270,142671.18418015426
1272,131774.4100469653
215,131504.68707525666
266,218561.39068521303
2402,287810.57693263696
1250,137400.60873153433
1984,126293.43499141793
1279,151136.3716905645
377,264702.22310582857
1252,99316.31683000187
2156,260540.5505620464
499,338998.4595026331
1374,118246.37795098615
2898,251642.31997282227
401,115114.46650799122
2721,140877.2167385517
2078,248320.7329320187
2589,119185.14234326419
1946,235051.52207405824
1334,118785.5815642389
2781,199798.69556162678
431,383322.732995681
576,202972.49817997863
1474,207921.7212405125
2254,132045.653221425
2155,274919.2601290067
885,95197.10196607103
643,133091.50914294
1944,119802.66498465459
480,195113.04968937617
2845,101461.01946886285
2387,329669.226993678
2407,232077.59196070314
2527,160811.88118651547
2514,137551.24689631097
629,118621.01600311874
80,207469.95920513253
1876,135720.46858394938
1546,112879.18917781203
2518,173498.98940507628
2347,156797.9147745882
783,248682.8678736127
1322,15726.42257739266
194,91448.1348567704
1770,300313.80987560446
2143,130269.0867350896
1229,232598.25581834128
511,270718.0219184947
46,254882.31145999313
1348,162478.73360878765
2465,207452.67669852136
387,215881.51573032083
873,227884.7125393014
1918,122824.67471462429
2764,237842.5412062299
2184,119431.15024228384
934,137471.54094777166
1920,129284.23890998008
2631,145184.337249132
1768,545811.5133456221
2040,110802.2306215929
1749,224536.7654506609
834,250302.02418679954
1457,227754.2814231621
79,114631.97658587643
2302,138339.38770272097
1817,147949.88934301498
2755,240948.80327827897
359,172639.3094004938
2059,100133.92301694027
2092,229851.28638641915
2516,206916.02774118612
150,123096.02327874173
1656,131888.00482518764
83,88787.56372607253
2411,191885.35409677544
795,68932.8867104372
2312,221874.91871802238
2917,111206.27378932333
1624,189275.675276485
2215,316236.8905337361
1211,148506.99443744635
1485,155881.88067172133
1024,189147.30732974972
570,189047.07814696984
2874,137769.8000374218
700,136383.65040673842
2756,229960.90826021673
2022,182994.3326891963
583,242917.39823124412
2392,374597.7370982707
2424,169623.89102527488
212,99291.04695923229
736,131841.60913493336
1610,162966.54309352871
890,119099.54221890807
467,176340.38879908077
578,207617.45167024038
1747,202451.20945656628
1149,157414.49935232743
2758,282818.0156082809
857,129876.79097507577
2219,284567.58231149
733,109224.89266020742
2909,111176.1118634975
1798,233919.02212268862
235,116809.43591685459
2366,114046.49766930446
1027,132279.78442509458
1195,133854.35954958663
1303,39752.03735783664
148,192955.28633293323
608,164929.4127728875
2515,204837.02384472574
821,256407.83390896313
2500,286708.77066805726
745,108649.28304447963
741,138097.3068098322
1611,147617.6500872343
2532,115702.91693847907
1081,220637.92841794586
1692,426525.40460084064
2520,190403.26005469757
276,125714.04639563363
1992,145857.33903631353
663,21573.363760492037
418,112756.96784833193
1733,216393.729065865
2359,143718.31804194697
253,183756.87013001688
1518,188791.23089692256
2035,145517.67446799186
2919,69066.86114929094
1540,236639.1302887043
2120,144286.4920140989
1674,164371.35161371608
256,135009.61099841358
2361,88048.37096030297
978,70310.74324097032
2280,133101.81988684888
2095,237052.70116930056
1709,330755.0966710545
2801,252581.2569463651
1246,115577.76523837182
2373,85720.4165394207
1055,314964.9562189393
2017,137279.7635029539
1099,304085.89417824644
1344,83220.33619606803
835,218997.3994521082
1117,236551.95720746304
2043,74803.99233161466
2085,115558.17814071012
410,137384.04529151268
2650,109757.89897229488
2867,169008.3039445086
1668,117299.54962860607
1161,153899.64150824863
2122,172508.75439889458
2539,137259.710372483
1047,142451.26984482823
1445,140835.99710762687
541,136989.70855334908
569,223011.01988203652
1276,116620.78891082878
918,155238.433782925
326,150562.66982714296
1936,125356.8157578171
895,104138.6719950041
257,144648.2488884167
1241,171695.66937276462
1545,120638.34310782606
1189,175570.97071106493
270,150613.25601174237
2066,174955.3564340788
693,105036.51299616345
1259,118193.93333843903
2916,145347.63932592573
2321,295432.37442225695
1977,89806.75212797738
1895,139887.60302672826
1240,173732.05615311308
85,151840.21465618862
1823,104878.77636749114
825,298237.02243055543
110,212357.84403720795
697,126968.60260715334
2297,127981.33718906788
1231,125682.10103486091
1355,144317.7581190031
968,330072.62298845313
584,227774.53589644603
1315,134929.8411564899
1606,135662.0521933782
206,94206.77725863727
1685,380126.16121545294
2016,134671.3797841826
869,208449.4266959906
2135,133721.39163882134
2346,177596.70009029392
2430,235010.28353406358
2198,95417.2741911621
2652,113750.75727769989
27,110676.17788218654
241,165332.4320033553
906,114157.67887749334
1506,124305.76481014432
2098,370226.13687276933
1435,217793.92779582087
2213,144108.6720151721
1274,127719.62881905024
743,14124.467117389053
1737,219691.97989984977
2797,269381.5478014904
2185,68542.60506948081
58,158321.29259670913
830,209551.6760790684
808,113431.75118851422
680,146161.78395239898
1153,94229.74565400765
1291,138330.79424644195
1818,142586.15196550763
2161,203165.683247507
1883,114287.84742491847
350,369349.92545158276
2473,170587.41206751234
295,197138.83484857721
293,189466.5790705934
859,130466.00149407702
288,61303.469048429455
1578,145606.85517799947
102,201399.58494721787
2831,153906.59386583796
1030,151013.27384348772
2551,146735.2353690841
1286,135280.69370575403
958,304019.8531440168
776,135064.07307101216
72,242282.18456786478
2263,256895.75274443702
1866,162738.29471037607
2876,57959.90816027776
2146,233671.7162971244
103,175391.3602294063
1500,130412.8685684813
492,179643.42255114747
167,152266.81738109144
2597,120474.04845226588
2685,109508.24775208831
1035,158460.5997338035
1220,70358.98327916123
2602,146775.07517202472
2159,207486.1956353062
695,163688.6538363016
1109,281092.481443214
640,171716.35905670896
1652,146561.63219842425
2090,171919.5264328833
1188,185657.92241770512
2345,224835.38521449425
1059,392565.3523752113
2751,241758.57739379338
128,218947.09073093435
1523,162548.7268267713
2925,169421.52031328538
2145,284831.05340086686
1121,219862.9012584779
566,250961.8194479177
565,252383.11692296705
1331,151246.68612361353
2928,126920.34072120316
156,120058.11978015819
797,141679.63239785907
327,78011.51823397203
2859,148556.85627651218
1453,131871.83920584558
1762,343180.57314513857
1868,213795.019484366
1760,164604.62800134032
1113,199856.83374497676
1812,204073.53461211952
117,154560.8674489972
1142,207656.71757117016
2342,401632.21430946013
927,147930.13226485968
2478,174259.6869437609
655,69955.19001038841
